MDT,MaxTemperatureF,MeanTemperatureF,MinTemperatureF,MaxDewPointF,MeanDewPointF,MinDewpointF,MaxHumidity,MeanHumidity,MinHumidity,MaxSeaLevelPressureIn,MeanSeaLevelPressureIn,MinSeaLevelPressureIn,MaxVisibilityMiles,MeanVisibilityMiles,MinVisibilityMiles,MaxWindSpeedMPH,MeanWindSpeedMPH,MaxGustSpeedMPH,PrecipitationIn,CloudCover,Events,WindDirDegrees_br__
2012-09-11,90,77,64,55,37,22,30,22,13,29.94,29.76,29.68,10,10,10,17,7,23,NaN,6,Rain,268<br />
2012-09-12,60,54,48,55,47,45,89,80,71,30.41,30.17,29.88,10,8,2,18,8,21,0.95,8,Rain,97<br />
2012-09-13,69,60,50,47,42,33,86,57,27,30.46,30.36,30.29,10,10,5,12,6,15,0,5,,86<br />
2012-09-14,77,63,49,40,33,21,63,38,13,30.35,30.26,30.14,10,10,10,13,9,17,0,0,,179<br />
2012-09-15,87,69,50,38,27,11,59,33,6,30.31,30.03,29.92,10,10,10,17,10,22,0,3,,195<br />
2012-09-16,86,71,55,31,22,9,35,20,5,30.13,29.88,29.8,10,10,10,21,11,26,0,5,,250<br />
2012-09-17,65,56,47,39,37,33,66,50,34,30.12,30.05,29.96,10,10,10,15,7,20,0,5,,90<br />
2012-09-18,78,63,48,39,31,24,66,40,14,30.19,30.01,29.93,10,10,10,16,9,18,0,0,,194<br />
2012-09-19,82,67,51,32,27,21,38,25,11,30.17,29.98,29.91,10,10,8,21,10,25,0,3,,171<br />
2012-09-20,82,65,48,31,27,22,46,29,11,30.18,29.98,29.93,10,10,10,20,11,23,0,3,,170<br />
2012-09-21,79,63,47,35,29,25,61,37,13,30.09,30.02,29.95,10,10,9,13,6,16,0,2,,215<br />
2012-09-22,81,63,45,35,32,29,58,37,16,30.32,30.09,29.99,10,10,7,21,10,25,0,1,,178<br />
2012-09-23,88,69,50,34,27,14,50,29,7,30.04,29.96,29.88,10,10,10,26,9,33,0,5,,226<br />
2012-09-24,80,69,57,42,35,28,51,34,17,30.02,29.85,29.77,10,10,10,20,10,24,NaN,6,,248<br />
2012-09-25,73,62,51,50,43,39,83,57,31,30.1,29.89,29.8,10,9,4,28,10,32,0.54,6,Rain-Thunderstorm,297<br />
2012-09-26,67,58,49,52,48,44,89,69,48,30.21,30.05,29.91,10,8,3,20,8,22,1.41,7,Rain-Thunderstorm,86<br />
2012-09-27,66,56,46,50,46,43,89,69,48,30.24,30.09,30.03,10,10,6,21,6,26,NaN,6,Rain-Thunderstorm,227<br />
2012-09-28,71,58,45,48,43,39,89,61,33,30.22,30.08,30.01,10,10,8,12,6,23,0,2,,175<br />
2012-09-29,76,63,50,46,41,32,80,51,21,30.06,29.99,29.92,10,10,10,14,6,18,0,2,,215<br />
2012-09-30,75,63,50,45,38,33,71,47,23,30.2,30.01,29.96,10,10,10,24,11,30,0,4,,308<br />
2013-09-01,80,72,63,58,55,52,72,59,45,30.28,30.01,29.92,10,10,10,24,9,30,0,6,,111<br />
2013-09-02,92,76,60,56,52,42,78,49,19,29.98,29.9,29.82,10,10,10,17,7,24,0,3,,195<br />
2013-09-03,94,81,68,53,49,45,57,38,19,29.93,29.88,29.83,10,10,10,16,9,22,0,4,,227<br />
2013-09-04,93,81,69,57,53,49,57,40,23,30.21,29.98,29.9,10,10,9,36,7,43,NaN,5,Rain-Thunderstorm,233<br />
2013-09-05,97,80,62,57,50,40,78,47,15,30.18,29.98,29.89,10,10,10,18,6,22,0,4,Rain-Thunderstorm,206<br />
2013-09-06,97,79,61,51,46,38,52,33,13,30.1,29.92,29.82,10,10,10,24,8,32,NaN,3,,288<br />
2013-09-07,95,76,57,50,43,33,72,42,12,29.95,29.88,29.8,10,10,10,18,9,24,0,2,,176<br />
2013-09-08,93,75,56,54,45,38,56,36,15,29.95,29.77,29.65,10,10,10,21,8,25,NaN,3,Rain,254<br />
2013-09-09,85,72,59,59,53,47,90,60,29,30.13,29.82,29.67,10,10,10,29,9,41,0.21,5,Rain-Thunderstorm,352<br />
2013-09-10,71,65,58,61,58,55,97,82,66,30.26,30.08,29.88,10,8,1,20,6,24,0.45,8,Rain-Thunderstorm,5<br />
2013-09-11,72,66,60,61,59,57,97,82,66,30.27,30.13,30.02,10,7,1,22,11,25,0.11,8,Rain-Thunderstorm,82<br />
2013-09-12,64,62,59,62,60,57,100,94,87,30.32,30.18,30.06,10,6,0,24,13,32,1.11,8,Fog-Rain-Thunderstorm,86<br />
2013-09-13,76,68,59,61,59,57,100,77,54,30.22,29.96,29.75,10,7,0,24,10,31,0.38,7,Fog-Rain,151<br />
2013-09-14,79,69,58,61,57,54,97,71,45,30.01,29.87,29.71,10,6,0,31,8,38,2.01,7,Fog-Rain-Thunderstorm,267<br />
2013-09-15,61,58,54,57,55,52,100,92,84,30.32,30.16,29.88,10,6,1,16,9,25,0.38,8,Rain,51<br />
2013-09-16,76,65,53,58,54,52,100,77,53,30.29,30.07,29.91,10,8,0,16,8,25,NaN,5,Fog,147<br />
2013-09-17,82,70,58,53,48,39,78,51,23,29.92,29.79,29.65,10,10,10,22,11,26,0,2,,195<br />
2013-09-18,84,72,60,53,46,41,65,45,24,29.91,29.7,29.6,10,10,10,38,11,47,NaN,4,Rain-Thunderstorm,246<br />
2013-09-19,66,58,49,47,43,39,86,65,43,30.18,29.96,29.72,10,10,10,18,7,23,NaN,4,Rain,27<br />
2013-09-20,73,60,47,50,45,40,86,59,31,30.2,30.03,29.9,10,9,0,16,6,20,0,3,,213<br />
2013-09-21,81,66,50,48,43,36,89,55,21,29.91,29.77,29.62,10,10,10,20,8,25,0,1,,173<br />
2013-09-22,80,68,55,54,46,42,93,61,28,29.69,29.55,29.43,10,9,2,45,12,64,0.18,6,Rain-Thunderstorm,228<br />
2013-09-23,66,58,50,54,43,34,100,66,31,29.94,29.65,29.35,10,8,1,38,15,51,0.64,6,Rain,309<br />
2013-09-24,73,57,41,43,37,32,76,52,27,30.03,29.9,29.7,10,10,10,21,13,33,0,1,,164<br />
2013-09-25,82,64,45,45,37,31,76,46,16,29.68,29.49,29.31,10,10,10,32,15,40,0,1,,194<br />
2013-09-26,68,57,45,49,44,36,77,58,39,29.67,29.59,29.37,10,10,10,26,8,33,0,1,,23<br />
2013-09-27,53,46,39,50,45,37,100,89,77,29.98,29.78,29.6,10,5,0,20,11,24,0.14,7,Fog-Rain,26<br />
2013-09-28,68,53,38,38,31,24,86,55,24,30.09,30.03,29.97,10,10,10,20,8,24,0,1,,192<br />
2013-09-29,76,59,41,39,32,26,67,43,19,30.03,29.87,29.77,10,10,10,20,7,24,0,5,,201<br />
2013-09-30,82,67,51,48,38,31,63,43,22,29.78,29.7,29.61,10,10,10,17,7,22,0,4,,182<br />
2014-09-01,80,65,50,49,44,37,83,53,23,30.07,29.88,29.79,10,10,10,17,7,28,0,2,,128<br />
2014-09-02,88,67,46,54,46,36,80,48,16,29.99,29.87,29.75,10,10,10,17,8,21,0,1,,201<br />
2014-09-03,94,77,60,54,43,34,67,40,13,29.73,29.64,29.56,10,10,10,17,10,23,0,2,,209<br />
2014-09-04,72,63,53,54,46,36,89,60,30,30.12,29.88,29.59,10,9,5,16,8,18,0.24,5,Rain,48<br />
2014-09-05,65,58,50,52,49,47,96,78,60,30.33,30.21,30.12,10,10,6,25,12,30,0.19,7,Rain,86<br />
2014-09-06,74,62,49,53,51,47,100,72,44,30.38,30.21,30.08,10,8,2,15,6,18,0,4,,198<br />
2014-09-07,83,68,53,51,47,42,86,56,26,30.1,29.95,29.84,10,10,8,21,10,25,0,3,,217<br />
2014-09-08,85,72,59,51,46,43,62,43,24,30.05,29.82,29.73,10,10,10,21,10,27,0,5,,240<br />
2014-09-09,76,66,56,55,52,49,84,64,43,29.94,29.72,29.64,10,10,10,33,9,40,0.01,7,Rain,299<br />
2014-09-10,74,62,50,52,49,44,93,64,35,30.16,29.96,29.82,10,9,4,22,10,27,0.13,6,Rain,98<br />
2014-09-11,59,47,34,50,44,37,100,81,62,30.46,30.19,29.91,10,1,0,22,14,26,0.08,8,Fog-Rain-Snow,26<br />
2014-09-12,48,41,33,38,34,31,100,81,61,30.51,30.42,30.24,10,9,2,18,8,22,NaN,7,Snow,89<br />
2014-09-13,79,57,35,43,37,33,92,56,20,30.22,30.05,29.96,10,10,9,21,8,23,0,1,Fog,214<br />
2014-09-14,86,66,46,43,37,30,76,45,14,30.07,29.92,29.83,10,10,10,22,10,29,0,4,,237<br />
2014-09-15,73,60,46,52,47,43,93,69,45,30.35,30.14,29.97,10,10,8,15,7,18,0,2,,5<br />
2014-09-16,88,70,52,48,40,31,83,49,14,30.11,29.96,29.86,10,10,10,18,10,26,0,1,,211<br />
2014-09-17,89,72,55,43,39,31,55,34,12,30.09,29.86,29.76,10,10,10,25,8,31,0,4,,226<br />
2014-09-18,90,74,58,44,39,33,55,35,14,30.06,29.78,29.69,10,10,10,23,11,28,0,1,,204<br />
2014-09-19,88,75,62,49,41,32,60,39,18,30.03,29.77,29.68,10,10,10,21,11,26,NaN,2,Rain,155<br />
2014-09-20,80,66,52,52,48,44,77,54,30,30.24,30.03,29.86,10,10,10,16,7,20,0,2,,87<br />
2014-09-21,75,66,57,56,49,43,84,64,43,30.27,30.14,30.07,10,10,8,20,9,24,0.03,7,Rain,241<br />
2014-09-22,80,66,52,56,49,44,72,52,32,30.26,30,29.88,10,10,6,23,11,29,0.09,5,Rain-Thunderstorm,195<br />
2014-09-23,83,69,54,51,45,39,83,53,23,30.13,29.95,29.89,10,10,10,21,10,26,0,5,,219<br />
2014-09-24,84,70,56,44,42,38,66,43,20,30.1,30.04,29.99,10,10,10,15,8,24,0,1,,184<br />
2014-09-25,88,72,56,47,42,38,66,42,17,30.06,29.97,29.88,10,10,10,20,11,25,0,0,,176<br />
2014-09-26,89,72,55,45,41,31,61,39,17,30.1,29.84,29.76,10,10,10,20,10,22,0,1,,166<br />
2014-09-27,87,70,52,43,36,26,59,35,11,30,29.76,29.69,10,10,10,16,9,21,0,1,,176<br />
2014-09-28,75,63,50,58,50,39,86,62,38,30.06,29.89,29.76,10,10,6,28,9,36,0.01,4,Rain-Thunderstorm,289<br />
2014-09-29,68,57,46,53,49,44,89,71,52,30.07,29.86,29.66,10,8,2,32,10,38,1.01,7,Rain-Thunderstorm,331<br />
2014-09-30,67,54,41,51,39,30,93,61,28,29.9,29.73,29.67,10,10,5,24,11,29,0,5,Rain-Thunderstorm,280<br />
